,level_0,omoid,omonumber,bbl_x,buildingid,boro id,housenumber_x,streetname_x,boro_x,apartment,lifecycle,worktypegeneral,omostatusreason,omoawardamount,omocreatedate,netchangeorders,omoawarddate,isaep,iscommercialdemolition,servicechargeflag,femaeventid,femaevent,omodescription,nta,full_address,Unnamed: 0,bbl_y,bldg#,m,direction,housenumber_y,streetname_y,street_type,zip,index,development,transfer_date,boro_y,units,old_merge,_merge
321,475123,5525716,EP25800,1020120020,41702,1,131,WEST 143 STREET,MANHATTAN,1A,Standing Building,GC,,200,4/30/25,0,7/11/25,,,FALSE,,,"apt#1a as per requirement contract with hpd, provide and install new window guards as required throughout entire apartment. repair total of five",Harlem (North),131 WEST 143 STREET,1072,1020120020,25,M,WEST,131,143,STREET,10030,1111,SAMUEL (CITY),9/26/24,MANHATTAN,664,both,both
322,475238,5534834,EQ00113,3014700003,373857,3,551,RALPH AVENUE,BROOKLYN,,Standing Building,GC,No Access,200,7/2/25,0,7/11/25,,,TRUE,,,"nyc hpd emergency operations division  essential service work  at boiler room door, at cellar. repair door to adhere to local law 111 0f 2018.",Ocean Hill,551 RALPH AVENUE,767,3014700003,5,M,,551,RALPH,AVENUE,11233,800,HOWARD AVENUE-PARK PLACE,11/28/23,BROOKLYN,156,both,both
323,475239,5534834,EQ00113,3014700003,373857,3,551,RALPH AVENUE,BROOKLYN,,Standing Building,GC,No Access,200,7/2/25,0,7/11/25,,,TRUE,,,"nyc hpd emergency operations division  essential service work  at boiler room door, at cellar. repair door to adhere to local law 111 0f 2018.",Ocean Hill,551 RALPH AVENUE,768,3014700003,5,M,,551,RALPH,AVENUE,11233,800,HOWARD AVENUE-PARK PLACE,11/28/23,BROOKLYN,156,both,both
324,475240,5534834,EQ00113,3014700003,373857,3,551,RALPH AVENUE,BROOKLYN,,Standing Building,GC,No Access,200,7/2/25,0,7/11/25,,,TRUE,,,"nyc hpd emergency operations division  essential service work  at boiler room door, at cellar. repair door to adhere to local law 111 0f 2018.",Ocean Hill,551 RALPH AVENUE,773,3014700003,5,M,,551,RALPH,AVENUE,11233,800,HOWARD AVENUE-PARK PLACE,11/28/23,BROOKLYN,156,both,both
325,475608,5510005,EP17003,1020120052,41786,1,148,WEST 144 STREET,MANHATTAN,3B,Standing Building,GC,OMO Completed,590,1/21/25,0,1/25/25,,,FALSE,,,nyc hpd emergency operations division   essential service work  at bedroom window at apt 3b 3rd story. repair broken window at bedroom wind,Harlem (North),148 WEST 144 STREET,1095,1020120052,7,M,WEST,148,144,STREET,10030,1134,SAMUEL (CITY),9/26/24,MANHATTAN,664,both,both
326,475690,5530445,EP28488,1020130014,41781,1,133,WEST 144 STREET,MANHATTAN,2A,Standing Building,GC,Work Done by Others,0,6/2/25,0,,,,FALSE,,,"nyc hpd emergency operations division  essential service work- bathroom completely demolished, fire hazard ,installation of complete new bathroom",Harlem (North),133 WEST 144 STREET,1094,1020130014,6,M,WEST,133,144,STREET,10030,1133,SAMUEL (CITY),9/26/24,MANHATTAN,664,both,both
327,475875,5537228,EQ01518,3035080046,360190,3,682,RALPH AVENUE,BROOKLYN,,Standing Building,GC,No Access,630,7/16/25,0,7/18/25,,,TRUE,,,repair maintinence door first fl nyc hpd emergency operations division  essential service work at mainten,Brownsville,682 RALPH AVENUE,1026,3035080046,3,M,,682,RALPH,AVENUE,11212,1065,RALPH AVENUE REHAB,11/28/23,BROOKLYN,118,both,both
328,475982,5480632,EP07332,3017980020,994829,3,534,GREENE AVENUE,BROOKLYN,2B,Standing Building,GC,Owner Refused Access,"3,500",9/20/24,0,10/2/24,,,TRUE,,,all mold remediation work to be done following safe work practice per new york state department of labor law artice 32 & nyc-dep local law 61 of 2018,Bedford-Stuyvesant (West),534 GREENE AVENUE,923,3017980020,1,M,,534,GREENE,AVENUE,11216,962,MARCY AVENUE-GREENE AVENUE SITE A,2/12/20,BROOKLYN,48,both,both
329,476019,5505950,EP15295,1020120020,41702,1,131,WEST 143 STREET,MANHATTAN,1A,Standing Building,GC,OMO Completed,333.87,12/28/24,0,12/30/24,,,FALSE,,,apt 1a: make door self close install hinges to make door self-closing at (apt 1a). remove all work related debris. restore all affected areas.,Harlem (North),131 WEST 143 STREET,1072,1020120020,25,M,WEST,131,143,STREET,10030,1111,SAMUEL (CITY),9/26/24,MANHATTAN,664,both,both
330,476654,5511156,EP17531,3043770001,809929,3,357,WORTMAN AVENUE,BROOKLYN,5F,Standing Building,GC,No Access,250.25,1/27/25,0,1/28/25,,,TRUE,,,"at apt 5f, 5th story install hinges to make door self-closing at (at apt 5f, 5th story). total doors= (1) note: contractor must contact hpd drew",East New York-New Lots,357 WORTMAN AVENUE,266,3043770001,14,M,,357,WORTMAN,AVENUE,11207,266,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
331,476728,5558871,EQ13268,3035320030,380678,3,104,TAPSCOTT STREET,BROOKLYN,,Standing Building,GC,,"1,240",11/25/25,0,11/28/25,,,FALSE,,,"defective door at public hall bulkhead to roof, north section. nyc hpd emergency operations division  essential service work  install a push",Brownsville,104 TAPSCOTT STREET,1,3035320030,1,M,,104,TAPSCOTT,STREET,11212,4,104-114 TAPSCOTT STREET,11/28/23,BROOKLYN,30,both,both
332,476964,5535835,EQ00784,1019840001,5571,1,1470,AMSTERDAM AVENUE,MANHATTAN,4H,Standing Building,GC,No Access,"2,995",7/8/25,0,7/15/25,,,TRUE,,,all mold remediation work to be done following safe work practice per new york state department of labor law article 32 & nyc-dep local law 61 of 20,Manhattanville-West Harlem,1470 AMSTERDAM AVENUE,915,1019840001,5,M,,1470,AMSTERDAM,AVENUE,10027,946,MANHATTANVILLE,12/12/24,MANHATTAN,1272,both,both
333,476982,5535839,EQ00787,3035500006,234846,3,199,TAPSCOTT STREET,BROOKLYN,,Standing Building,GC,OMO Completed,647,7/8/25,0,7/15/25,,,FALSE,,,public door bulkhead **nyc hpd emergency operations division  essential service work  **at bulkhead door: apt bulkhead door: mak,East Flatbush-Remsen Village,199 TAPSCOTT STREET,1177,3035500006,8,M,,199,TAPSCOTT,STREET,11212,1215,TAPSCOTT STREET REHAB,11/28/23,BROOKLYN,155,both,both
334,477027,5536074,EQ00995,3033150001,978205,3,160,MENAHAN STREET,BROOKLYN,4G,Standing Building,GC,Owner Refused Access,"2,121",7/9/25,0,7/11/25,,,TRUE,,,"apt door replace broken/defective door and jamb with new properly fire rated door and jamb similar to existing, complete with self-closing hinges, al",Bushwick (East),160 MENAHAN STREET,619,3033150001,3,M,,160,MENAHAN,STREET,11221,655,HOPE GARDENS,7/18/19,BROOKLYN,330,both,both
335,477653,5536135,EQ01052,1020110063,3600,1,2449,ADAM C POWELL BOULEVARD,MANHATTAN,,Standing Building,GC,OMO Completed,777,7/9/25,0,7/17/25,,,FALSE,,,"at 1st story building front door, install new door closer. nyc hpd emergency operations division  essential service work. at 1st story buildi",Harlem (North),2449 ADAM C POWELL BOULEVARD,1082,1020110063,34,M,,2449,ADAM C POWELL,BOULEVARD,10030,1121,SAMUEL (CITY),9/26/24,MANHATTAN,664,both,both
336,477791,5537230,EQ01520,3014310037,349919,3,2041,PACIFIC STREET,BROOKLYN,1J,Standing Building,GC,OMO Completed,200,7/16/25,0,7/17/25,,,FALSE,,,replace apt 1j hinges at entrance door to 1j..replace defective hinges with new self closing hinges..ensure door self close and latch total door,Ocean Hill,2041 PACIFIC STREET,988,3014310037,1,M,,2041,PACIFIC,STREET,11233,1027,OCEAN HILL-BROWNSVILLE,11/28/23,BROOKLYN,125,both,both
337,477885,5463216,EP01962,2049050001,807147,2,1130,229 DRIVE SOUTH,BRONX,,Standing Building,GC,No Access,"3,000",7/22/24,0,8/9/24,,,TRUE,,,"nyc hpd emergency operations division   essential service work  at building front entrance , 1st story. at stairway 1a 1st story make self clos",Eastchester-Edenwald-Baychester,1130 229 DRIVE SOUTH,434,2049050001,22,,,1130,229 DRIVE,SOUTH,10466,446,EDENWALD,6/27/23,BRONX,2039,both,both
338,478287,5544241,EQ05570,1019840001,5547,1,1420,AMSTERDAM AVENUE,MANHATTAN,,Standing Building,GC,,"1,477",9/3/25,0,9/5/25,,,FALSE,,,"nyc hpd emergency operations division   essential service work  replace the hopper door, 1st story demo and completely remove the defecti",Manhattanville-West Harlem,1420 AMSTERDAM AVENUE,912,1019840001,3,M,,1420,AMSTERDAM,AVENUE,10027,946,MANHATTANVILLE,12/12/24,MANHATTAN,1272,both,both
339,478648,5511178,EP17549,3013730043,362393,3,208,ROCHESTER AVENUE,BROOKLYN,2C,Standing Building,PLUMB,Other,0,1/27/25,0,,,,FALSE,,,"restore heat entire apartment located at apt 2c, 2nd story, 1st apartment from west at north nyc hpd emergency operations division   essential se",Crown Heights (North),208 ROCHESTER AVENUE,1003,3013730043,4,M,,208,ROCHESTER,AVENUE,11213,1042,PARK ROCK REHAB,11/28/23,BROOKLYN,134,both,both
340,478914,5538516,EQ02255,1019840001,804005,1,1430,AMSTERDAM AVENUE,MANHATTAN,9A,Standing Building,GC,,"2,380",7/24/25,0,7/30/25,,,FALSE,,,"at apt: 9a location: bathroom repair leak(s) and restore broken plaster at ceiling and walls. trace, locate and properly repair the sources of",Manhattanville-West Harlem,1430 AMSTERDAM AVENUE,914,1019840001,4,M,,1430,AMSTERDAM,AVENUE,10027,946,MANHATTANVILLE,12/12/24,MANHATTAN,1272,both,both
341,478979,5512261,EP18129,1019840001,5571,1,1470,AMSTERDAM AVENUE,MANHATTAN,,Standing Building,GC,OMO Completed,780,2/1/25,0,2/5/25,,,FALSE,,,defective saddle at building entrance door at entrance door to building..make all necessary repairs to door and jamb..replace defective saddle with n,Manhattanville-West Harlem,1470 AMSTERDAM AVENUE,915,1019840001,5,M,,1470,AMSTERDAM,AVENUE,10027,946,MANHATTANVILLE,12/12/24,MANHATTAN,1272,both,both
342,479001,5512388,EP18214,3013790008,376440,3,1448,STERLING PLACE,BROOKLYN,,Standing Building,DELEAD,OMO Completed,50,2/3/25,0,2/5/25,,,FALSE,,,perform total lead analysis of 04 dust wipe sample(s) via environmental protection agency (epa) sw8463050b-7000b method utilizing flame atomic absorpt,Crown Heights (North),1448 STERLING PLACE,1146,3013790008,1,M,,1448,STERLING,PLACE,11213,1185,STERLING PLACE REHABS (STERLING-BUFFALO),11/28/23,BROOKLYN,125,both,both
343,479250,5544246,EQ05575,1019840001,5547,1,1420,AMSTERDAM AVENUE,MANHATTAN,,Standing Building,GC,,979,9/3/25,0,9/8/25,,,FALSE,,,nyc hpd emergency operations division   essential service work  make the bldg entrance door and the fire door to public balcony at the 2nd story,Manhattanville-West Harlem,1420 AMSTERDAM AVENUE,912,1019840001,3,M,,1420,AMSTERDAM,AVENUE,10027,946,MANHATTANVILLE,12/12/24,MANHATTAN,1272,both,both
344,479542,5481498,EP07603,2022870135,63320,2,480,EAST 143 STREET,BRONX,2G,Standing Building,GC,OMO Completed,240,9/24/24,0,2/14/25,,,FALSE,,,"apt #2g as per requirement contract with hpd, provide and install new window guards as required throughout entire apartment. repair total of six",Mott Haven-Port Morris,480 EAST 143 STREET,190,2022870135,1,M,EAST,480,143,STREET,10454,198,BETANCES IV,11/16/18,BRONX,282,both,both
345,479834,5540157,EQ03086,3018090001,808795,3,775,MARCY AVENUE,BROOKLYN,2A,Standing Building,GC,No Access,780,8/4/25,0,8/14/25,,,TRUE,,,"floor repairs nyc hpd emergency operations division- essential service work at apt. 2a. 2nd. story, in the kitchen, properly remove defective lam",Bedford-Stuyvesant (West),775 MARCY AVENUE,84,3018090001,4,M,,775,MARCY,AVENUE,11216,88,ARMSTRONG II,2/12/20,BROOKLYN,248,both,both
346,480136,5513035,EP18560,3013730040,351578,3,1484,PARK PLACE,BROOKLYN,,Standing Building,GC,OMO Completed,"1,059",2/5/25,0,2/10/25,,,FALSE,,,door repair make all necessary repairs to install new push bar and door closer to ensure door self closes and latch at roof door. total doors= 1,Crown Heights (North),1484 PARK PLACE,1002,3013730040,3,,,1484,PARK,PLACE,11213,1040,PARK ROCK REHAB,11/28/23,BROOKLYN,134,both,both
347,480432,5512688,EP18388,3013730043,362393,3,208,ROCHESTER AVENUE,BROOKLYN,2C,Standing Building,PLUMB,No Access,0,2/4/25,0,,,,FALSE,,,"heat apt 2c restore adequate heat in entire apartment located at apt 2c, 2nd story, 1st apartment from west at north nyc hpd emergency operations",Crown Heights (North),208 ROCHESTER AVENUE,1003,3013730043,4,M,,208,ROCHESTER,AVENUE,11213,1042,PARK ROCK REHAB,11/28/23,BROOKLYN,134,both,both
348,480475,5513367,EP18745,2049050003,807147,2,1130,229 DRIVE SOUTH,BRONX,,Standing Building,GC,OMO Completed,996,2/7/25,0,2/12/25,,,FALSE,,,"nyc hpd emergency operations division   essential service work  at building front entrance , 1st story make self closing install door closer,",Eastchester-Edenwald-Baychester,1130 229 DRIVE SOUTH,434,2049050001,22,,,1130,229 DRIVE,SOUTH,10466,446,EDENWALD,6/27/23,BRONX,2039,both,both
349,480763,5537235,EQ01522,3035080054,360199,3,698,RALPH AVENUE,BROOKLYN,,Standing Building,GC,,"1,000",7/16/25,0,7/29/25,,,FALSE,,,vestibule and entrance door repairs nyc hpd emergency operations division  essential service work  --at building entrance door public hall,Brownsville,698 RALPH AVENUE,1028,3035080054,5,M,,698,RALPH,AVENUE,11212,1067,RALPH AVENUE REHAB,11/28/23,BROOKLYN,118,both,both
350,481382,5539214,EQ02619,2035940001,99855,2,710,NOBLE AVENUE,BRONX,,Standing Building,GC,OMO Completed,529,7/30/25,0,7/31/25,,,FALSE,,,"at fire door [staircase ''b''] at public hall, 1st story nyc hpd emergency operations division   essential service work  make all necessary adju",Soundview-Clason Point,710 NOBLE AVENUE,1041,2035940001,5,M,,710,NOBLE,AVENUE,10473,1079,SACK WERN,6/26/24,BRONX,413,both,both
351,481540,5539066,EQ02524,3043710001,809922,3,185,WORTMAN AVENUE,BROOKLYN,8D,Standing Building,DELEAD,OMO Completed,29,7/29/25,0,7/29/25,,,FALSE,,,perform total lead analysis of 02 dust wipe sample(s) via environmental protection agency (epa) sw8453050-7000b method utilizing flame atomic absorpti,East New York-New Lots,185 WORTMAN AVENUE,903,3043710001,8,M,,185,WORTMAN,AVENUE,11207,917,LINDEN,12/28/21,BROOKLYN,1586,both,both
352,481731,5538184,EQ02054,3013730040,351578,3,1484,PARK PLACE,BROOKLYN,,Standing Building,GC,,479,7/22/25,0,8/5/25,,,FALSE,,,"defective hinges at bulkhead, 4th story. nyc hpd emergency operations division  essential service work  install new self closing hinges and a",Crown Heights (North),1484 PARK PLACE,1002,3013730040,3,,,1484,PARK,PLACE,11213,1040,PARK ROCK REHAB,11/28/23,BROOKLYN,134,both,both
353,481834,5540536,EQ03326,3043550001,809351,3,807,SCHENCK AVENUE,BROOKLYN,5D,Standing Building,GC,No Access,"1,967",8/6/25,0,8/8/25,,,TRUE,,,"door repair replace broken/defective door and jamb with new properly fire rated door and jamb similar to existing, complete with self-closing hinges,",East New York-New Lots,807 SCHENCK AVENUE,279,3043550001,4,M,,807,SCHENCK,AVENUE,11207,260,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
354,482104,5512204,EP18093,3014310039,314092,3,324,HOWARD AVENUE,BROOKLYN,3G,Standing Building,PLUMB,No Access,"6,800",1/31/25,0,2/20/25,,,TRUE,,,"restore adequate hot water the entire apartment located at apt 3g, 3rd story, 2nd apartment from north at east ***nyc hpd emergency operations div",Ocean Hill,324 HOWARD AVENUE,991,3014310039,3,M,,324,HOWARD,AVENUE,11233,1030,OCEAN HILL-BROWNSVILLE,11/28/23,BROOKLYN,125,both,both
355,482194,5514751,EP19510,2026200036,62336,2,905,EAGLE AVENUE,BRONX,3M,Standing Building,EXTERM,OMO Completed,"1,800",2/19/25,0,2/20/25,,,FALSE,,,"** doh ll 55 pest referral ** order # 2024-06-029, li # 633522, complaint # 13619485, violation # 17699992 at entire apartment:3m exterminate entir",Morrisania,905 EAGLE AVENUE,406,2026200036,1,M,,905,EAGLE,AVENUE,10456,413,EAGLE AVENUE-EAST 163RD STREET,11/28/23,BRONX,66,both,both
356,482228,5524462,EP25040,3032760001,808480,3,139,HARMAN STREET,BROOKLYN,3B,Standing Building,GC,OMO Completed,150,4/23/25,0,8/6/25,,,FALSE,,,"apt#3b as per requirement contract with hpd, provide and install new window guards as required throughout entire apartment. repair total of two",Bushwick (West),139 HARMAN STREET,290,3032760001,11,M,,139,HARMAN,STREET,11221,297,BUSHWICK II (GROUPS A & C),7/18/19,BROOKLYN,300,both,both
357,482232,5537274,EQ01549,1019840001,5571,1,1470,AMSTERDAM AVENUE,MANHATTAN,,Standing Building,GC,,700,7/17/25,0,9/26/25,,,FALSE,,,public hall nyc hpd emergency operations division-essential service work. at public hall: at 10th story sash: properly replace with new,Manhattanville-West Harlem,1470 AMSTERDAM AVENUE,915,1019840001,5,M,,1470,AMSTERDAM,AVENUE,10027,946,MANHATTANVILLE,12/12/24,MANHATTAN,1272,both,both
358,482235,5524474,EP25051,3014310039,314092,3,324,HOWARD AVENUE,BROOKLYN,4G,Standing Building,GC,No Access,50,4/23/25,0,8/7/25,,,TRUE,,,"apt#4g as per requirement contract with hpd, provide and install new window guards as required throughout entire apartment apt#4g as per requ",Ocean Hill,324 HOWARD AVENUE,991,3014310039,3,M,,324,HOWARD,AVENUE,11233,1030,OCEAN HILL-BROWNSVILLE,11/28/23,BROOKLYN,125,both,both
359,482243,5529369,EP27883,3014390001,314099,3,2065,DEAN STREET,BROOKLYN,3A,Standing Building,GC,No Access,50,5/23/25,0,8/4/25,,,TRUE,,,"apt #3a as per requirement contract with hpd, provide and install new window guards as required throughout entire apartment apt #3a as per",Ocean Hill,2065 DEAN STREET,993,3014390001,5,M,,2065,DEAN,STREET,11233,1032,OCEAN HILL-BROWNSVILLE,11/28/23,BROOKLYN,125,both,both
360,482527,5498085,EP13154,2022720038,63472,2,521,EAST 145 STREET,BRONX,,Standing Building,GC,OMO Completed,"1,478",11/22/24,0,11/25/24,,,FALSE,,,"hopper 6th story ******nyc hpd emergency operations division  essential service work****** at public hall inside compactor closet, 6th stor",Mott Haven-Port Morris,521 EAST 145 STREET,219,2022720038,3,M,EAST,521,145,STREET,10454,215,BETANCES IV,11/16/18,BRONX,282,both,both
361,482556,5539218,EQ02623,1020090044,41495,1,144,WEST 141 STREET,MANHATTAN,,Standing Building,GC,Owner Refused Access,"2,000",7/30/25,0,8/5/25,,,TRUE,,,"nyc hpd emergency operations division  essential service work  at vestibule door, 1st story: at building front entrance, 1st story: self closi",Harlem (North),144 WEST 141 STREET,1084,1020090044,36,M,WEST,144,141,STREET,10030,1123,SAMUEL (CITY),9/26/24,MANHATTAN,664,both,both
362,482637,5551509,EQ09722,3013800034,376498,3,1598,STERLING PLACE,BROOKLYN,3C,Standing Building,GC,,980,10/14/25,0,10/25/25,,,FALSE,,,"nyc hpd emergency operations division  essential service work  at apartment 3c, 3rd story, 1st apartment from south at west. at sink in kitchen.",Crown Heights (North),1598 STERLING PLACE,1151,3013800034,6,M,,1598,STERLING,PLACE,11213,1190,SUTTER AVENUE-UNION STREET,11/28/23,BROOKLYN,100,both,both
363,482697,5528009,EP27112,3033160001,335754,3,172,MENAHAN STREET,BROOKLYN,2D,Standing Building,GC,,225,5/14/25,0,8/6/25,,,FALSE,,,"apt#2d as per requirement contract with hpd, provide and install new window guards as required throughout entire apartment. repair total of three",Bushwick (East),172 MENAHAN STREET,343,3033160001,1,M,,172,MENAHAN,STREET,11237,350,BUSHWICK II CDA (GROUP E),7/18/19,BROOKLYN,276,both,both
364,482728,5538186,EQ02056,3013730040,351578,3,1484,PARK PLACE,BROOKLYN,,Standing Building,GC,,850,7/22/25,0,8/6/25,,,FALSE,,,illegal fastening blocking ladder at building front at fire escape. nyc hpd emergency operations division  essential service work  properly,Crown Heights (North),1484 PARK PLACE,1002,3013730040,3,,,1484,PARK,PLACE,11213,1040,PARK ROCK REHAB,11/28/23,BROOKLYN,134,both,both
365,482798,5539867,EQ02961,5001960001,812405,5,1075,CASTLETON AVENUE,STATEN ISLAND,,Standing Building,GC,No Access,730,8/2/25,0,8/6/25,,,TRUE,,,door repair make all necessary repairs to make door self closing and latching. intall a new push bar and realign door to ensure door self closes an,West New Brighton-Silver Lake-Grymes Hill,1075 CASTLETON AVENUE,1270,5001960001,8,M,,1075,CASTLETON,AVENUE,10310,1303,WEST BRIGHTON I,6/26/24,STATEN ISLAND,490,both,both
366,483285,5515221,EP19841,3013790008,376440,3,1448,STERLING PLACE,BROOKLYN,,Standing Building,DELEAD,OMO Completed,25,2/21/25,0,2/21/25,,,FALSE,,,perform total lead analysis of 02 dust wipe sample(s) via environmental protection agency (epa) sw8463050b-7000b method utilizing flame atomic absorpt,Crown Heights (North),1448 STERLING PLACE,1146,3013790008,1,M,,1448,STERLING,PLACE,11213,1185,STERLING PLACE REHABS (STERLING-BUFFALO),11/28/23,BROOKLYN,125,both,both
367,483482,5482451,EP07960,1021320114,43315,1,511,WEST 177 STREET,MANHATTAN,,Standing Building,GC,OMO Completed,"1,660",9/26/24,0,2/26/25,,,FALSE,,,"public hallway as per requirement contract with hpd, provide and install new window guards as required throughout entire public hallway install",Washington Heights (South),511 WEST 177 STREET,1225,1021320114,3,M,WEST,511,177,STREET,10033,1270,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),11/30/20,MANHATTAN,216,both,both
368,483524,5548495,EQ08366,3035080050,360193,3,692,RALPH AVENUE,BROOKLYN,,Standing Building,GC,,"4,563",9/29/25,0,10/1/25,,,FALSE,,,"defective doors at the following locations: 1.	at the door leading to the north yard, at public hall, 1st story. at hopper door to chute, west secti",Brownsville,692 RALPH AVENUE,1027,3035080050,4,M,,692,RALPH,AVENUE,11212,1066,RALPH AVENUE REHAB,11/28/23,BROOKLYN,118,both,both
369,483531,5514906,EP19655,3043550001,809351,3,807,SCHENCK AVENUE,BROOKLYN,,Standing Building,GC,Owner Refused Access,"3,999",2/19/25,0,2/26/25,,,TRUE,,,"nyc hpd emergency operations division   essential service work  1-	at public hall stair a, 6th story 2-	at public hall hoppper door 5th and 7t",East New York-New Lots,807 SCHENCK AVENUE,279,3043550001,4,M,,807,SCHENCK,AVENUE,11207,260,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
370,483703,5514905,EP19654,3043550001,809351,3,807,SCHENCK AVENUE,BROOKLYN,5D,Standing Building,GC,Tenant Refused Access,"2,088",2/19/25,0,2/27/25,,,TRUE,,,"nyc hpd emergency operations division   essential service work  at apt #5d entrance door, 5th story repairs to make door self close and latch",East New York-New Lots,807 SCHENCK AVENUE,279,3043550001,4,M,,807,SCHENCK,AVENUE,11207,260,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
371,483766,5546715,EQ07247,3033410001,809121,3,125,PALMETTO STREET,BROOKLYN,,Standing Building,GC,No Access,485,9/18/25,0,9/25/25,,,TRUE,,,"defective lock set assembly at west yard door at public hall, 1st story. make all necessary rapair to the defective at latch set assembly, to e",Bushwick (East),125 PALMETTO STREET,322,3033410001,35,M,,125,PALMETTO,STREET,11221,323,BUSHWICK II (GROUPS B & D),7/18/19,BROOKLYN,300,both,both
372,483822,5506567,EP15544,3013790008,376440,3,1448,STERLING PLACE,BROOKLYN,,Standing Building,GC,OMO Completed,"2,000",1/3/25,0,1/6/25,,,FALSE,,,ceiling 1t floor public hall public hall 1st story trace and repairthe source of water leak damaging ceiling plaster at ceiling 1st floor public,Crown Heights (North),1448 STERLING PLACE,1146,3013790008,1,M,,1448,STERLING,PLACE,11213,1185,STERLING PLACE REHABS (STERLING-BUFFALO),11/28/23,BROOKLYN,125,both,both
373,483846,5540734,EQ03447,3037250001,808855,3,320,MILLER AVENUE,BROOKLYN,,Standing Building,GC,Owner Refused Access,930,8/7/25,0,8/18/25,,,TRUE,,,landing for drop ladder  nyc hpd emerency operations division  at public parts: building front under window to remove the existing plywoo,East New York (North),320 MILLER AVENUE,505,3037250001,10,M,,320,MILLER,AVENUE,11207,544,FIORENTINO PLAZA,12/28/21,BROOKLYN,160,both,both
374,483852,5514679,EP19466,2049050003,807141,2,1183,226 DRIVE,BRONX,3B,Standing Building,DELEAD,Refused Access,"10,622",2/18/25,0,2/28/25,,,TRUE,,,doh lead abatement v#17647840: as per rc and attached scope of work thoroughly remove all lead violations as per new york city health order to abate n,Eastchester-Edenwald-Baychester,1183 226 DRIVE,452,2049050001,31,M,,1183,226,DRIVE,10466,446,EDENWALD,6/27/23,BRONX,2039,both,both
375,484048,5540384,EQ03214,1020120020,41702,1,131,WEST 143 STREET,MANHATTAN,,Standing Building,GC,,985,8/6/25,0,8/11/25,,,FALSE,,,nyc hpd emergency operations division - 'essential service work' make building entrance and vestibules doors self close and latch. at building ent,Harlem (North),131 WEST 143 STREET,1072,1020120020,25,M,WEST,131,143,STREET,10030,1111,SAMUEL (CITY),9/26/24,MANHATTAN,664,both,both
376,484114,5514925,EP19659,3035500006,234846,3,199,TAPSCOTT STREET,BROOKLYN,4D,Standing Building,PLUMB,Condition Different than Stated,0,2/20/25,0,,,,FALSE,,,at apt#4d 4th story at basement nyc hpd emergency operations division-essential service work.,East Flatbush-Remsen Village,199 TAPSCOTT STREET,1177,3035500006,8,M,,199,TAPSCOTT,STREET,11212,1215,TAPSCOTT STREET REHAB,11/28/23,BROOKLYN,155,both,both
377,484124,5548077,EQ08170,3033590029,218690,3,440,CENTRAL AVENUE,BROOKLYN,,Standing Building,GC,,590,9/26/25,0,9/30/25,,,FALSE,,,replace latch set at laundry room door at 1st sty public hall laundry room door..make all necessary repairs to make dor self closing and latching rep,Bushwick (East),440 CENTRAL AVENUE,325,3033590029,38,M,,440,CENTRAL,AVENUE,11221,333,BUSHWICK II (GROUPS B & D),7/18/19,BROOKLYN,300,both,both
378,484138,5551958,EQ09910,1019840001,804005,1,1430,AMSTERDAM AVENUE,MANHATTAN,,Standing Building,GC,,"2,248",10/15/25,0,10/22/25,,,FALSE,,,"nyc hpd emergency operations division  essential service work at public area : at public area : a)	1st metal tread from bottom up at intermmed",Manhattanville-West Harlem,1430 AMSTERDAM AVENUE,914,1019840001,4,M,,1430,AMSTERDAM,AVENUE,10027,946,MANHATTANVILLE,12/12/24,MANHATTAN,1272,both,both
379,484581,5531024,EP28762,3035100001,809717,3,2069,UNION STREET,BROOKLYN,,Standing Building,GC,Owner Refused Access,950,6/5/25,0,9/29/25,,,TRUE,,,building entrance door and vestibule door. at building entrance door and vestibule door to comply with nyc self closing nyc hpd emerency ope,Brownsville,2069 UNION STREET,1156,3035100001,1,M,,2069,UNION,STREET,11212,1195,SUTTER AVENUE-UNION STREET,11/28/23,BROOKLYN,100,both,both
380,485152,5487686,EP09930,2049050001,806710,2,1180,GRENADA PLACE,BRONX,,Standing Building,GC,No Access,"2,020",10/16/24,0,10/23/24,,,TRUE,,,"nyc hpd emergency operations division  essential service work  at building entrance door, public hall, 1st story. section 1186 replace door to",Eastchester-Edenwald-Baychester,1180 GRENADA PLACE,408,2049050001,1,M,,1180,GRENADA,PLACE,10466,446,EDENWALD,6/27/23,BRONX,2039,both,both
381,485336,5547614,EQ07819,1019840001,804005,1,1430,AMSTERDAM AVENUE,MANHATTAN,,Standing Building,GC,,625,9/25/25,0,10/7/25,,,FALSE,,,"nyc hpd emergency operations division   essential service work  make the hopper doors self closing and latching at the 1st, 2nd, 4th, 5th, 10th,",Manhattanville-West Harlem,1430 AMSTERDAM AVENUE,914,1019840001,4,M,,1430,AMSTERDAM,AVENUE,10027,946,MANHATTANVILLE,12/12/24,MANHATTAN,1272,both,both
